12,Babibo,R,-7.74319973,110.4138005,2
12,SRC Purwanti,R,-7.743765,110.423814,3
12,Bu Prapto,RO,-7.739045,110.420679,4
12,Amanah,RO,-7.73956,110.42187,5
12,Green,R,,,6
12,Sabrina,R,-7.72827392,110.4265141,7
12,Makmur,R,-7.73649754,110.4210866,8
12,Tk El,R,-7.73676286,110.4204583,9
12,Nada,R,-7.73622516,110.4193917,10
12,Mbah Uti,R,-7.73626569,110.4189891,11
12,Barokah Madura,R,-7.73542285,110.421488,12
12,Dise,RO,-7.73552,110.421812,13
12,Bu Narno,RO,-7.73467151,110.421291,14
12,SRC Inah Jaya,R,-7.73220874,110.4219393,15
12,Gita,R,-7.731589,110.421054,16
12,barokah,RO,-7.729177,110.422857,17
12,Yuni,RO,-7.727696,110.42456,18
12,Dwi Manunggal,RO,-7.72768,110.423456,19
12,Kinasih,R,-7.72805,110.422955,20
12,Agung,R,-7.72746966,110.4239199,21
12,Khafa 5,R,-7.72747787,110.4214349,22
12,Ris Sembako,RO,-7.72808282,110.420674,23
12,Naluri,R,,,24
12,Carissa Jaya,R,-7.73150867,110.4132327,25
12,Bro Cell,R,-7.73412603,110.413466,26
12,Bu wati,R,-7.72806402,110.4138807,27
12,SRC Swa sembako,R,-7.72816941,110.4148926,28
12,Suriah,R,-7.72809711,110.415054,29
12,Siti,R,-7.72819349,110.4139771,30
13,Murah,RO,-7.783288,110.432299,1
13,Mutiara Jog,R,"7°46'57""S","110°25'53""E",2
13,New Mutiara,R,-7.781845,110.430595,3
13,Wr Pak gondrong,R,"7°46'51""S","110°26'13""E",4
13,Bang Jay,R,"7°46'46""S","110°25'54""E",5
13,Warungku,R,"7°46'46""S","110°25'51""E",6
13,Emi,R,"7°46'42""S","110°26'02""E",7
13,Oscar,R,-7.777708,110.432862,8
13,Arka,RO,-7.776953,110.432949,9
13,Diah,R,"7°46'42""S","110°25'54""E",10
13,Itiga mart,RO,-7.775239,110.435604,11
13,kenken ku,R,"7°46'28""S","110°25'56""E",12
13,cahaya,,-7.775251,110.433081,13
13,Neorita,R,"7°46'15""S","110°25'54""E",14
13,Donny 2,R,"7°46'04""S","110°26'19""E",15
13,Trio Aba,RO,"7°45'57""S","110°26'09""E",16
13,Bayu,R,"7°45'56""S","110°26'22""E",17
13,Bu Purwanti,R,"7°45'52""S","110°26'10""E",18
13,A & Z,R,,,19
13,Fera,RO,-7.779122,110.43172,20
13,Kiki,R,-7.771836,110.437917,21
13,Kenanga,R,-7.778261,110.433425,22
13,Broto,IO,-7.779737,110.429989,23
13,Arji,R,-7.78112,110.430241,24
13,Rahmat,R,-7.781184,110.431578,25
13,Suparno,R,-7.777972,110.431236,26
13,Madura,R,-7.781396,110.434372,27
13,Narinda jaya,R,-7.781376,110.434388,28
13,Surya,R,-7.780253,110.434719,29
13,Arya sembako,R,-7.779629,110.434613,30
13,Lina jaya,R,-7.77847,110.434918,31
13,Satria,R,-7.775772,110.435365,32
13,Dony 1,R,-7.773103,110.436047,33
13,Mamat,IO,-7.777332,110.435228,34
13,Ijo,IO,-7.775965,110.435689,35
13,Barokah,IO,-7.775345,110.435422,36
